LOCATION,SUBJECT,TIME,Rail mil km,rail mil km per pop,rail km per capita,,,,LOCATION,Time,Value,Population,,Country,Year,GDP Growth Rate
AUS,RAIL,1970,12473.06662,0.000997259,997.2589417,,,,AUS,1970,12507.35,12507350,,Australia,1970,4.000933
AUS,RAIL,1971,12674.78301,0.000969965,969.9648596,,,,AUS,1971,13067.26,13067260,,Australia,1971,3.910284
AUS,RAIL,1972,11616.09376,0.00087315,873.1502279,,,,AUS,1972,13303.66,13303660,,Australia,1972,2.619376
AUS,RAIL,1973,11474.35447,0.000849666,849.6664429,,,,AUS,1973,13504.54,13504540,,Australia,1973,4.106973
AUS,RAIL,1974,10520.29358,0.000766642,766.6416405,,,,AUS,1974,13722.57,13722570,,Australia,1974,1.33631
AUS,RAIL,1975,9996.129186,0.000719508,719.5083269,,,,AUS,1975,13893,13893000,,Australia,1975,2.588771
AUS,RAIL,1976,8927.771646,0.000636195,636.1947374,,,,AUS,1976,14033.08,14033080,,Australia,1976,3.594833
AUS,RAIL,1977,8874.947793,0.000625338,625.3384981,,,,AUS,1977,14192.23,14192230,,Australia,1977,0.89315
AUS,RAIL,1978,8662.9471,0.000603301,603.3008061,,,,AUS,1978,14359.25,14359250,,Australia,1978,4.050027
AUS,RAIL,1979,8503.021342,0.00058578,585.7797949,,,,AUS,1979,14515.73,14515730,,Australia,1979,3.035589
AUS,RAIL,1980,8815.413386,0.000599877,599.8773345,,,,AUS,1980,14695.36,14695360,,Australia,1980,3.339495
AUS,RAIL,1981,9113.188219,0.00061067,610.6700693,,,,AUS,1981,14923.26,14923260,,Australia,1981,3.324852
AUS,RAIL,1982,9087.77181,0.0005985,598.4998805,,,,AUS,1982,15184.25,15184250,,Australia,1982,-2.224542
AUS,RAIL,1983,8931.820209,0.000580234,580.2343597,,,,AUS,1983,15393.47,15393470,,Australia,1983,4.591739
AUS,RAIL,1984,8846.245541,0.000567817,567.8171957,,,,AUS,1984,15579.39,15579390,,Australia,1984,5.278244
AUS,RAIL,1985,8834.041199,0.000559531,559.5305134,,,,AUS,1985,15788.31,15788310,,Australia,1985,3.966274
AUS,RAIL,1986,9231.376703,0.0005763,576.3000998,,,,AUS,1986,16018.35,16018350,,Australia,1986,2.559258
AUS,RAIL,1987,9511.712583,0.000584837,584.8369781,,,,AUS,1987,16263.87,16263870,,Australia,1987,5.757341
AUS,RAIL,1988,9984.724749,0.000603958,603.9576649,,,,AUS,1988,16532.16,16532160,,Australia,1988,3.875426
AUS,RAIL,1989,10215.87691,0.000607566,607.566417,,,,AUS,1989,16814.42,16814420,,Australia,1989,3.576486
AUS,RAIL,1990,10031.62257,0.000587843,587.8433136,,,,AUS,1990,17065.13,17065130,,Australia,1990,-0.383072
AUS,RAIL,1991,10057.13556,0.000581874,581.87412,,,,AUS,1991,17284.04,17284040,,Australia,1991,0.42862
AUS,RAIL,1992,9963.377501,0.00057002,570.0198811,,,,AUS,1992,17479,17479000,,Australia,1992,4.047425
AUS,RAIL,1993,9743.413363,0.000552536,552.5356336,,,,AUS,1993,17634,17634000,,Australia,1993,3.980923
AUS,RAIL,1994,9963.226866,0.000559575,559.5746625,,,,AUS,1994,17805,17805000,,Australia,1994,3.887106
AUS,RAIL,1995,10344.506,0.000574567,574.567096,,,,AUS,1995,18004,18004000,,Australia,1995,3.856841
AUS,RAIL,1996,10696.25244,0.000586868,586.8677952,,,,AUS,1996,18226,18226000,,Australia,1996,3.912835
AUS,RAIL,1997,10976.87547,0.000595889,595.8892282,,,,AUS,1997,18421,18421000,,Australia,1997,4.613357
AUS,RAIL,1998,10950.91899,0.000588474,588.4743401,,,,AUS,1998,18609,18609000,,Australia,1998,4.956325
AUS,RAIL,1999,11164.80379,0.000593462,593.4621694,,,,AUS,1999,18813,18813000,,Australia,1999,3.901171
AUS,RAIL,2000,11552.16196,0.000607114,607.1138304,,,,AUS,2000,19028,19028000,,Australia,2000,2.041417
AUS,RAIL,2001,12149.62499,0.000630331,630.3307386,,,,AUS,2001,19275,19275000,,Australia,2001,3.99359
AUS,RAIL,2002,12005.65718,0.000615833,615.8326332,,,,AUS,2002,19495,19495000,,Australia,2002,3.111398
AUS,RAIL,2003,12021.77311,0.000609623,609.6233827,,,,AUS,2003,19720,19720000,,Australia,2003,4.216633
AUS,RAIL,2004,12087.04654,0.000606353,606.3532927,,,,AUS,2004,19934,19934000,,Australia,2004,3.153753
AUS,RAIL,2005,12062.89335,0.000597824,597.8240337,,,,AUS,2005,20178,20178000,,Australia,2005,2.740636
AUS,RAIL,2006,12590.87402,0.00061563,615.6304528,,,,AUS,2006,20452,20452000,,Australia,2006,3.777917
AUS,RAIL,2007,13212.73158,0.000634374,634.3735154,,,,AUS,2007,20828,20828000,,Australia,2007,3.56827
AUS,RAIL,2008,14276.38405,0.000671798,671.7982236,,,,AUS,2008,21251,21251000,,Australia,2008,1.870487
AUS,RAIL,2009,15004.1416,0.000691754,691.7538773,,,,AUS,2009,21690,21690000,,Australia,2009,2.206566
AUS,RAIL,2010,14992.79186,0.000680501,680.5007199,,,,AUS,2010,22032,22032000,,Australia,2010,2.391385
AUS,RAIL,2011,15275.79363,0.000683787,683.786644,,,,AUS,2011,22340,22340000,,Australia,2011,3.902008
AUS,RAIL,2012,15568.96388,0.000684952,684.9522165,,,,AUS,2012,22730,22730000,,Australia,2012,2.578754
AUS,RAIL,2013,15543.66784,0.000672188,672.1876769,,,,AUS,2013,23124,23124000,,Australia,2013,2.579017
AUS,RAIL,2014,15571.08331,0.000662881,662.8813669,,,,AUS,2014,23490,23490000,,Australia,2014,2.152736
AUS,RAIL,2015,16016.86065,0.000669014,669.0138529,,,,AUS,2015,23941,23941000,,Australia,2015,2.730548
AUS,RAIL,2016,16503.75857,0.000677466,677.4663835,,,,AUS,2016,24361,24361000,,Australia,2016,2.282184
AUS,RAIL,2017,17039.19373,0.000687563,687.5633011,,,,AUS,2017,24782,24782000,,Australia,2017,2.883045
AUS,RAIL,2018,18020.93447,0.000715116,715.1164473,,,,AUS,2018,25200,25200000,,Australia,2018,2.171396
AUS,RAIL,2019,18841.83167,0.000735434,735.4344913,,,,AUS,2019,25620,25620000,,Australia,2019,-0.050885
AUS,RAIL,2020,15053.00408,0.000578095,578.0945537,,,,AUS,2020,26039,26039000,,Australia,2020,2.236212
AUS,RAIL,2021,9327.630795,0.000352638,352.6381156,,,,AUS,2021,26451,26451000,,Australia,2021,3.617589
AUT,RAIL,1971,6506,0.000867411,867.4113836,,,,AUT,1971,7500.478,7500478,,Austria,1971,5.113129
AUT,RAIL,1972,6569,0.000870735,870.7354805,,,,AUT,1972,7544.197,7544197,,Austria,1972,6.207861
AUT,RAIL,1973,6513,0.000858543,858.5426709,,,,AUT,1973,7586.111,7586111,,Austria,1973,4.887301
AUT,RAIL,1974,6575,0.000865242,865.2416696,,,,AUT,1974,7599.033,7599033,,Austria,1974,3.94375
AUT,RAIL,1975,6470,0.000853686,853.6858911,,,,AUT,1975,7578.9,7578900,,Austria,1975,-0.362303
AUT,RAIL,1976,6500,0.000859161,859.1609223,,,,AUT,1976,7565.521,7565521,,Austria,1976,4.577002
AUT,RAIL,1977,6773,0.000894902,894.9020576,,,,AUT,1977,7568.426,7568426,,Austria,1977,5.079981
AUT,RAIL,1978,7109,0.000940058,940.0580432,,,,AUT,1978,7562.299,7562299,,Austria,1978,-0.210653
AUT,RAIL,1979,7241,0.000959147,959.1466575,,,,AUT,1979,7549.419,7549419,,Austria,1979,5.3567
AUT,RAIL,1980,7380,0.000977558,977.5576345,,,,AUT,1980,7549.427,7549427,,Austria,1980,1.731485
AUT,RAIL,1981,7043,0.000930542,930.5421561,,,,AUT,1981,7568.706,7568706,,Austria,1981,-0.144295
AUT,RAIL,1982,7217,0.000952848,952.8479552,,,,AUT,1982,7574.136,7574136,,Austria,1982,2.011254
AUT,RAIL,1983,7150,0.000945529,945.5286874,,,,AUT,1983,7561.907,7561907,,Austria,1983,2.973088
AUT,RAIL,1984,7004,0.00092628,926.2799399,,,,AUT,1984,7561.429,7561429,,Austria,1984,0.051275
AUT,RAIL,1985,7290,0.000963651,963.650801,,,,AUT,1985,7564.981,7564981,,Austria,1985,2.498679
AUT,RAIL,1986,7332,0.000968587,968.5871033,,,,AUT,1986,7569.789,7569789,,Austria,1986,2.301393
AUT,RAIL,1987,7363,0.000972067,972.0669698,,,,AUT,1987,7574.581,7574581,,Austria,1987,1.357168
AUT,RAIL,1988,7783,0.001026062,1026.061947,,,,AUT,1988,7585.312,7585312,,Austria,1988,3.29588
AUT,RAIL,1989,8444,0.0011082,1108.200183,,,,AUT,1989,7619.562,7619562,,Austria,1989,3.887075
AUT,RAIL,1990,8463,0.001102263,1102.262562,,,,AUT,1990,7677.844,7677844,,Austria,1990,4.345642
AUT,RAIL,1991,8990,0.001159269,1159.269436,,,,AUT,1991,7754.884,7754884,,Austria,1991,3.441627
AUT,RAIL,1992,9501,0.001211754,1211.753589,,,,AUT,1992,7840.703,7840703,,Austria,1992,2.093525
AUT,RAIL,1993,9342,0.00118169,1181.689654,,,,AUT,1993,7905.629,7905629,,Austria,1993,0.526809
AUT,RAIL,1994,9629,0.001213314,1213.314224,,,,AUT,1994,7936.114,7936114,,Austria,1994,2.402119
AUT,RAIL,1995,9625,0.001210955,1210.954731,,,,AUT,1995,7948.274,7948274,,Austria,1995,2.667984
AUT,RAIL,1996,9689,0.001217362,1217.362002,,,,AUT,1996,7959.013,7959013,,Austria,1996,2.349534
AUT,RAIL,1997,8140,0.001021582,1021.58173,,,,AUT,1997,7968.036,7968036,,Austria,1997,2.093599
AUT,RAIL,1998,7971,0.000999275,999.2747705,,,,AUT,1998,7976.785,7976785,,Austria,1998,3.581426
AUT,RAIL,1999,7995,0.001000336,1000.335572,,,,AUT,1999,7992.318,7992318,,Austria,1999,3.556331
AUT,RAIL,2000,8206,0.00102427,1024.269674,,,,AUT,2000,8011.562,8011562,,Austria,2000,3.375722
AUT,RAIL,2001,8240,0.001024584,1024.583794,,,,AUT,2001,8042.29,8042290,,Austria,2001,1.267168
AUT,RAIL,2002,8300,0.001026958,1026.958146,,,,AUT,2002,8082.121,8082121,,Austria,2002,1.651554
AUT,RAIL,2003,8249,0.001016106,1016.106314,,,,AUT,2003,8118.245,8118245,,Austria,2003,0.941471
AUT,RAIL,2004,8295,0.001015369,1015.36935,,,,AUT,2004,8169.441,8169441,,Austria,2004,2.73512
AUT,RAIL,2005,8470,0.001029752,1029.752429,,,,AUT,2005,8225.278,8225278,,Austria,2005,2.244065
AUT,RAIL,2006,9296,0.001124342,1124.341856,,,,AUT,2006,8267.948,8267948,,Austria,2006,3.454042
AUT,RAIL,2007,9580,0.001154886,1154.886284,,,,AUT,2007,8295.189,8295189,,Austria,2007,3.727415
AUT,RAIL,2008,10837,0.001302283,1302.282834,,,,AUT,2008,8321.541,8321541,,Austria,2008,1.460424
AUT,RAIL,2009,10653,0.001277111,1277.111036,,,,AUT,2009,8341.483,8341483,,Austria,2009,-3.764578
AUT,RAIL,2010,10737,0.001284166,1284.165936,,,,AUT,2010,8361.069,8361069,,Austria,2010,1.837094
AUT,RAIL,2011,10875,0.001296412,1296.41246,,,,AUT,2011,8388.534,8388534,,Austria,2011,2.922797
AUT,RAIL,2012,11323,0.001343767,1343.76716,,,,AUT,2012,8426.311,8426311,,Austria,2012,0.680446
AUT,RAIL,2013,11915,0.001406967,1406.967174,,,,AUT,2013,8468.57,8468570,,Austria,2013,0.025505
AUT,RAIL,2014,12092,0.001422093,1422.093012,,,,AUT,2014,8502.96,8502960,,Austria,2014,0.661273
AUT,RAIL,2015,12208,0.001429801,1429.800854,,,,AUT,2015,8538.252,8538252,,Austria,2015,1.014502
AUT,RAIL,2016,12578,0.001467318,1467.318393,,,,AUT,2016,8572.1,8572100,,Austria,2016,1.989437
AUT,RAIL,2017,12656.7,0.00147103,1471.029892,,,,AUT,2017,8603.972,8603972,,Austria,2017,2.258572
AUT,RAIL,2018,13204.7,0.001529165,1529.165278,,,,AUT,2018,8635.234,8635234,,Austria,2018,2.425385
AUT,RAIL,2019,13350,0.001540549,1540.548625,,,,AUT,2019,8665.744,8665744,,Austria,2019,1.517389
AUT,RAIL,2020,7417.005,0.000852899,852.8992922,,,,AUT,2020,8696.226,8696226,,Austria,2020,-6.453968
AUT,RAIL,2021,8433.154238,0.000966345,966.3453983,,,,AUT,2021,8726.853,8726853,,Austria,2021,4.556851
BEL,RAIL,1971,8425,0.000870967,870.9669449,,,,BEL,1971,9673.157,9673157,,Belgium,1971,3.753021
BEL,RAIL,1972,8168,0.000841098,841.0984078,,,,BEL,1972,9711.111,9711111,,Belgium,1972,5.255647
BEL,RAIL,1973,8093,0.000830757,830.7571274,,,,BEL,1973,9741.716,9741716,,Belgium,1973,6.122328
BEL,RAIL,1974,8279,0.000847181,847.1805587,,,,BEL,1974,9772.415,9772415,,Belgium,1974,4.199634
BEL,RAIL,1975,8528,0.000870142,870.1424613,,,,BEL,1975,9800.694,9800694,,Belgium,1975,-1.327
BEL,RAIL,1976,8191,0.000834265,834.2649343,,,,BEL,1976,9818.224,9818224,,Belgium,1976,5.652751
BEL,RAIL,1977,7667,0.000779931,779.9311419,,,,BEL,1977,9830.355,9830355,,Belgium,1977,0.626135
BEL,RAIL,1978,7136,0.000725238,725.2378925,,,,BEL,1978,9839.53,9839530,,Belgium,1978,2.841913
BEL,RAIL,1979,6955,0.000706208,706.2075901,,,,BEL,1979,9848.379,9848379,,Belgium,1979,2.341058
BEL,RAIL,1980,6963,0.000706241,706.2412639,,,,BEL,1980,9859.237,9859237,,Belgium,1980,4.479501
BEL,RAIL,1981,7078,0.000717924,717.9244579,,,,BEL,1981,9858.976,9858976,,Belgium,1981,-0.279284
BEL,RAIL,1982,6879,0.000697929,697.9292432,,,,BEL,1982,9856.3,9856300,,Belgium,1982,0.594987
BEL,RAIL,1983,6631,0.000672821,672.8213262,,,,BEL,1983,9855.514,9855514,,Belgium,1983,0.311843
BEL,RAIL,1984,6444,0.000653857,653.8570616,,,,BEL,1984,9855.365,9855365,,Belgium,1984,2.466383
BEL,RAIL,1985,6572,0.000666646,666.6460411,,,,BEL,1985,9858.305,9858305,,Belgium,1985,1.651793
BEL,RAIL,1986,6069,0.000615404,615.4036476,,,,BEL,1986,9861.82,9861820,,Belgium,1986,1.822762
BEL,RAIL,1987,6270,0.000635244,635.24362,,,,BEL,1987,9870.229,9870229,,Belgium,1987,2.306659
BEL,RAIL,1988,6348,0.000641105,641.1045581,,,,BEL,1988,9901.661,9901661,,Belgium,1988,4.723209
BEL,RAIL,1989,6400,0.000644013,644.0126496,,,,BEL,1989,9937.693,9937693,,Belgium,1989,3.469167
BEL,RAIL,1990,6539,0.00065604,656.0404632,,,,BEL,1990,9967.373,9967373,,Belgium,1990,3.137402
BEL,RAIL,1991,6771,0.000676797,676.796795,,,,BEL,1991,10004.48,10004480,,Belgium,1991,1.833074
BEL,RAIL,1992,6798,0.000676744,676.7444986,,,,BEL,1992,10045.15,10045150,,Belgium,1992,1.530655
BEL,RAIL,1993,6694,0.000663793,663.792941,,,,BEL,1993,10084.47,10084470,,Belgium,1993,-0.961873
BEL,RAIL,1994,6638,0.000656214,656.2141643,,,,BEL,1994,10115.6,10115600,,Belgium,1994,3.226971
BEL,RAIL,1995,6757,0.000666581,666.580512,,,,BEL,1995,10136.81,10136810,,Belgium,1995,2.384757
BEL,RAIL,1996,6788,0.000668332,668.3319172,,,,BEL,1996,10156.63,10156630,,Belgium,1996,1.321451
BEL,RAIL,1997,6980,0.000685575,685.5746451,,,,BEL,1997,10181.24,10181240,,Belgium,1997,3.793658
BEL,RAIL,1998,7097,0.00069558,695.5797315,,,,BEL,1998,10203,10203000,,Belgium,1998,1.961808
BEL,RAIL,1999,7354,0.000719118,719.1184394,,,,BEL,1999,10226.41,10226410,,Belgium,1999,3.542743
BEL,RAIL,2000,7755,0.000756493,756.4931106,,,,BEL,2000,10251.25,10251250,,Belgium,2000,3.716679
BEL,RAIL,2001,8036,0.000781213,781.2127852,,,,BEL,2001,10286.57,10286570,,Belgium,2001,1.099619
BEL,RAIL,2002,8260,0.000799398,799.3976452,,,,BEL,2002,10332.78,10332780,,Belgium,2002,1.706885
BEL,RAIL,2003,8265,0.00079654,796.5397504,,,,BEL,2003,10376.13,10376130,,Belgium,2003,1.037983
BEL,RAIL,2004,8676,0.000832539,832.5392736,,,,BEL,2004,10421.13,10421130,,Belgium,2004,3.571204
BEL,RAIL,2005,9150,0.000873207,873.2074197,,,,BEL,2005,10478.61,10478610,,Belgium,2005,2.321737
BEL,RAIL,2006,9607,0.000910793,910.7930925,,,,BEL,2006,10547.95,10547950,,Belgium,2006,2.55235
BEL,RAIL,2007,9932,0.000934715,934.7148894,,,,BEL,2007,10625.7,10625700,,Belgium,2007,3.676881
BEL,RAIL,2008,10406,0.000971618,971.6180344,,,,BEL,2008,10709.97,10709970,,Belgium,2008,0.446929
BEL,RAIL,2009,10427,0.000965777,965.7768404,,,,BEL,2009,10796.49,10796490,,Belgium,2009,-2.020743
BEL,RAIL,2010,10403,0.000952632,952.6321236,,,,BEL,2010,10920.27,10920270,,Belgium,2010,2.864293
BEL,RAIL,2011,11003,0.00099595,995.950303,,,,BEL,2011,11047.74,11047740,,Belgium,2011,1.694514
BEL,RAIL,2012,10857,0.000975626,975.625975,,,,BEL,2012,11128.24,11128240,,Belgium,2012,0.739217
BEL,RAIL,2013,10595,0.000946317,946.3167334,,,,BEL,2013,11196.04,11196040,,Belgium,2013,0.459242
BEL,RAIL,2014,10974,0.000972555,972.555053,,,,BEL,2014,11283.68,11283680,,Belgium,2014,1.578533
BEL,RAIL,2015,10333,0.000908858,908.8582232,,,,BEL,2015,11369.21,11369210,,Belgium,2015,2.041459
BEL,RAIL,2016,10025,0.000875362,875.3616051,,,,BEL,2016,11452.41,11452410,,Belgium,2016,1.266686
BEL,RAIL,2017,10167,0.000881554,881.5542129,,,,BEL,2017,11533.04,11533040,,Belgium,2017,1.61958
BEL,RAIL,2018,10500,0.000904317,904.3172104,,,,BEL,2018,11610.97,11610970,,Belgium,2018,1.792945
BEL,RAIL,2019,10849,0.000928366,928.3655068,,,,BEL,2019,11686.13,11686130,,Belgium,2019,2.240858
BEL,RAIL,2020,7397,0.00062908,629.080048,,,,BEL,2020,11758.44,11758440,,Belgium,2020,-5.361387
BEL,RAIL,2021,6970,0.000589282,589.2816682,,,,BEL,2021,11827.96,11827960,,Belgium,2021,6.133866
CAN,RAIL,1995,1382,4.71599E-05,47.15986375,,,,CAN,1995,29304.58,29304580,,Canada,1995,2.693976
CAN,RAIL,1996,1411,4.76521E-05,47.65211189,,,,CAN,1996,29610.44,29610440,,Canada,1996,1.619172
CAN,RAIL,1997,1440,4.81487E-05,48.14866703,,,,CAN,1997,29907.37,29907370,,Canada,1997,4.28004
CAN,RAIL,1998,1469,4.87129E-05,48.7128726,,,,CAN,1998,30156.3,30156300,,Canada,1998,3.896152
CAN,RAIL,1999,1498,4.92714E-05,49.27143727,,,,CAN,1999,30403.01,30403010,,Canada,1999,5.162914
CAN,RAIL,2000,1548,5.04447E-05,50.44471513,,,,CAN,2000,30687.06,30687060,,Canada,2000,5.177636
CAN,RAIL,2001,1553,5.00661E-05,50.06605625,,,,CAN,2001,31019.02,31019020,,Canada,2001,1.789973
CAN,RAIL,2002,1596,5.09031E-05,50.90314815,,,,CAN,2002,31353.66,31353660,,Canada,2002,3.018051
CAN,RAIL,2003,1433,4.52912E-05,45.29124356,,,,CAN,2003,31639.67,31639670,,Canada,2003,1.801518
CAN,RAIL,2004,1413,4.42383E-05,44.23825667,,,,CAN,2004,31940.68,31940680,,Canada,2004,3.086981
CAN,RAIL,2005,1478,4.58363E-05,45.83626529,,,,CAN,2005,32245.21,32245210,,Canada,2005,3.2042
CAN,RAIL,2006,1450,4.45112E-05,44.51120101,,,,CAN,2006,32576.07,32576070,,Canada,2006,2.634304
CAN,RAIL,2007,1453,4.41272E-05,44.12722246,,,,CAN,2007,32927.52,32927520,,Canada,2007,2.071825
CAN,RAIL,2008,1574,4.72422E-05,47.24221329,,,,CAN,2008,33317.66,33317660,,Canada,2008,1.004289
CAN,RAIL,2009,1413,4.18953E-05,41.89532928,,,,CAN,2009,33726.91,33726910,,Canada,2009,-2.925956
CAN,RAIL,2010,1404,4.1141E-05,41.14098847,,,,CAN,2010,34126.55,34126550,,Canada,2010,3.089919
CAN,RAIL,2011,1404,4.07146E-05,40.71455789,,,,CAN,2011,34483.98,34483980,,Canada,2011,3.1461
CAN,RAIL,2012,1376,3.9449E-05,39.4489871,,,,CAN,2012,34880.49,34880490,,Canada,2012,1.760962
CAN,RAIL,2013,1365,3.86495E-05,38.64950421,,,,CAN,2013,35317.4,35317400,,Canada,2013,2.329123
CAN,RAIL,2014,1327,3.7159E-05,37.15900245,,,,CAN,2014,35711.4,35711400,,Canada,2014,2.870036
CAN,RAIL,2015,1349,3.73645E-05,37.36448795,,,,CAN,2015,36103.8,36103800,,Canada,2015,0.659177
CAN,RAIL,2016,1408,3.8582E-05,38.58200182,,,,CAN,2016,36493.7,36493700,,Canada,2016,1.001394
CAN,RAIL,2017,1534,4.15933E-05,41.59334506,,,,CAN,2017,36880.9,36880900,,Canada,2017,3.03988
CAN,RAIL,2018,1530,4.10574E-05,41.05740254,,,,CAN,2018,37264.9,37264900,,Canada,2018,2.429548
CAN,RAIL,2019,1731,4.59827E-05,45.98269074,,,,CAN,2019,37644.6,37644600,,Canada,2019,1.861415
CAN,RAIL,2020,229,6.02239E-06,6.022385391,,,,CAN,2020,38024.8,38024800,,Canada,2020,-4.894559
CAN,RAIL,2021,536,1.39563E-05,13.95633438,,,,CAN,2021,38405.5,38405500,,Canada,2021,4.540887
CZE,RAIL,1993,8548,0.000827444,827.443878,,,,CZE,1993,10330.61,10330610,,Czech Republic,1993,0.061904
CZE,RAIL,1994,8481,0.000820517,820.5174842,,,,CZE,1994,10336.16,10336160,,Czech Republic,1994,2.909309
CZE,RAIL,1995,8023,0.000776613,776.6127565,,,,CZE,1995,10330.76,10330760,,Czech Republic,1995,6.500814
CZE,RAIL,1996,8111,0.000786304,786.3039063,,,,CZE,1996,10315.35,10315350,,Czech Republic,1996,4.265417
CZE,RAIL,1997,7721,0.000749347,749.3468328,,,,CZE,1997,10303.64,10303640,,Czech Republic,1997,-0.518331
CZE,RAIL,1998,7018,0.000681694,681.6941138,,,,CZE,1998,10294.94,10294940,,Czech Republic,1998,-0.356567
CZE,RAIL,1999,6957,0.000676568,676.5680098,,,,CZE,1999,10282.78,10282780,,Czech Republic,1999,1.384149
CZE,RAIL,2000,7300,0.000710635,710.635191,,,,CZE,2000,10272.5,10272500,,Czech Republic,2000,4.001029
CZE,RAIL,2001,7299,0.000713895,713.8951839,,,,CZE,2001,10224.19,10224190,,Czech Republic,2001,3.042977
CZE,RAIL,2002,6597,0.000646716,646.7158852,,,,CZE,2002,10200.77,10200770,,Czech Republic,2002,1.569855
CZE,RAIL,2003,6518,0.000638916,638.9162537,,,,CZE,2003,10201.65,10201650,,Czech Republic,2003,3.583688
CZE,RAIL,2004,6590,0.00064564,645.6404087,,,,CZE,2004,10206.92,10206920,,Czech Republic,2004,4.814261
CZE,RAIL,2005,6667,0.00065145,651.4502022,,,,CZE,2005,10234.09,10234090,,Czech Republic,2005,6.601618
CZE,RAIL,2006,6922,0.000674222,674.2218737,,,,CZE,2006,10266.65,10266650,,Czech Republic,2006,6.766933
CZE,RAIL,2007,6900,0.00066843,668.4304188,,,,CZE,2007,10322.69,10322690,,Czech Republic,2007,5.570339
CZE,RAIL,2008,6803,0.000652273,652.2725028,,,,CZE,2008,10429.69,10429690,,Czech Republic,2008,2.686412
CZE,RAIL,2009,6503,0.000619836,619.8356954,,,,CZE,2009,10491.49,10491490,,Czech Republic,2009,-4.657331
CZE,RAIL,2010,6591,0.000626685,626.6847322,,,,CZE,2010,10517.25,10517250,,Czech Republic,2010,2.434902
CZE,RAIL,2011,6714,0.000639631,639.631426,,,,CZE,2011,10496.67,10496670,,Czech Republic,2011,1.76036
CZE,RAIL,2012,7265,0.000691293,691.2931321,,,,CZE,2012,10509.29,10509290,,Czech Republic,2012,-0.785004
CZE,RAIL,2013,7601,0.000723166,723.1664434,,,,CZE,2013,10510.72,10510720,,Czech Republic,2013,-0.045904
CZE,RAIL,2014,7797,0.000740823,740.8230861,,,,CZE,2014,10524.78,10524780,,Czech Republic,2014,2.262103
CZE,RAIL,2015,8298.112592,0.00078792,787.9199208,,,,CZE,2015,10531.67,10531670,,Czech Republic,2015,5.388381
CZE,RAIL,2016,8843.373268,0.000839453,839.4526339,,,,CZE,2016,10534.69,10534690,,Czech Republic,2016,2.537285
CZE,RAIL,2017,9497.566454,0.000901435,901.4352109,,,,CZE,2017,10536.05,10536050,,Czech Republic,2017,5.168724
CZE,RAIL,2018,10286.019,0.000976297,976.296799,,,,CZE,2018,10535.75,10535750,,Czech Republic,2018,3.220088
CZE,RAIL,2019,10930.618,0.001037673,1037.672896,,,,CZE,2019,10533.78,10533780,,Czech Republic,2019,3.029879
CZE,RAIL,2020,6665.141,0.000632962,632.9620478,,,,CZE,2020,10530.08,10530080,,Czech Republic,2020,-5.502968
CZE,RAIL,2021,6820.176,0.000648025,648.0248105,,,,CZE,2021,10524.56,10524560,,Czech Republic,2021,3.544223
DNK,RAIL,1970,3354,0.000680496,680.496117,,,,DNK,1970,4928.757,4928757,,Denmark,1970,1.596842
DNK,RAIL,1971,3614,0.00072817,728.1702556,,,,DNK,1971,4963.125,4963125,,Denmark,1971,3.004996
DNK,RAIL,1972,3465,0.000694167,694.1667555,,,,DNK,1972,4991.596,4991596,,Denmark,1972,3.929385
DNK,RAIL,1973,2918,0.000581059,581.0594917,,,,DNK,1973,5021.861,5021861,,Denmark,1973,4.092946
DNK,RAIL,1974,3059,0.000606307,606.3072204,,,,DNK,1974,5045.297,5045297,,Denmark,1974,-1.122394
DNK,RAIL,1975,3172,0.000626895,626.8946914,,,,DNK,1975,5059.861,5059861,,Denmark,1975,-1.456645
DNK,RAIL,1976,3200,0.000630841,630.8406977,,,,DNK,1976,5072.596,5072596,,Denmark,1976,5.924606
DNK,RAIL,1977,3227,0.000634185,634.1851958,,,,DNK,1977,5088.419,5088419,,Denmark,1977,1.870291
DNK,RAIL,1978,3398,0.00066572,665.7200042,,,,DNK,1978,5104.248,5104248,,Denmark,1978,2.226309
DNK,RAIL,1979,3749,0.000732684,732.6843471,,,,DNK,1979,5116.801,5116801,,Denmark,1979,3.869112
DNK,RAIL,1980,4314,0.00084208,842.0802779,,,,DNK,1980,5123.027,5123027,,Denmark,1980,-0.482986
DNK,RAIL,1981,4518,0.000882151,882.1510271,,,,DNK,1981,5121.572,5121572,,Denmark,1981,-0.666124
DNK,RAIL,1982,4531,0.00088534,885.3396277,,,,DNK,1982,5117.81,5117810,,Denmark,1982,3.684573
DNK,RAIL,1983,4660,0.000911171,911.1711737,,,,DNK,1983,5114.297,5114297,,Denmark,1983,2.596072
DNK,RAIL,1984,4617,0.000903236,903.2363328,,,,DNK,1984,5111.619,5111619,,Denmark,1984,4.166138
DNK,RAIL,1985,4716,0.00092223,922.2303268,,,,DNK,1985,5113.69,5113690,,Denmark,1985,4.003752
DNK,RAIL,1986,4876,0.000952244,952.2444339,,,,DNK,1986,5120.534,5120534,,Denmark,1986,4.904178
DNK,RAIL,1987,4860,0.000947918,947.9183245,,,,DNK,1987,5127.024,5127024,,Denmark,1987,0.254266
DNK,RAIL,1988,4850,0.000945508,945.5083092,,,,DNK,1988,5129.516,5129516,,Denmark,1988,-0.013601
DNK,RAIL,1989,4726,0.000920782,920.7821466,,,,DNK,1989,5132.593,5132593,,Denmark,1989,0.645187
